id,prediction
0,0.0
1,0.0
2,0.0
3,99.25556237424625
4,323.7810026280363
5,791.0129397471088
6,1752.3074530991903
7,2600.4738005363197
8,3003.231695376809
9,3260.5080762363623
10,3149.3024470442515
11,2915.440694095595
12,2391.069104017059
13,2188.027581093487
14,2269.5243210824665
15,1641.3791798471325
16,1146.6482366962312
17,588.9537941671211
18,233.2599007812828
19,26.72527754942921
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,208.5492990860277
28,712.5851291903494
29,1383.0528171529909
30,1983.5226549709616
31,2842.841774700641
32,3619.645104516465
33,4029.334623566182
34,3960.9155312826015
35,3833.9085974297086
36,3651.0139238541365
37,3459.919967492836
38,3267.342097549843
39,2724.4826749490317
40,1833.9205770089943
41,913.5668137924197
42,365.50438753306264
43,113.16032650713672
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,21.29763683196532
51,233.7631010548148
52,662.5827819121508
53,1625.8807855026403
54,2835.9429346893726
55,3733.755492858278
56,4502.4272258876845
57,4884.470899736332
58,4961.302031274015
59,4654.170184998823
60,4125.662160852896
61,3866.506171290599
62,3431.6287594314445
63,2258.573392333312
64,1334.1208766432624
65,817.7839218830919
66,391.25952797420786
67,134.22662713520296
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,41.522363255776575
75,147.5029444094833
76,513.7432673310329
77,1486.5587495279276
78,2848.0914714081755
79,3892.3238715954226
80,4613.351440755534
81,4269.914717208471
82,4032.1481736557253
83,3999.1954996384266
84,3603.854018993175
85,3182.2764816581525
86,3239.5376563004747
87,2840.223458509802
88,1957.5088648803971
89,747.8949485631733
90,347.01528517099865
91,143.27083076386427
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,69.0516364724556
99,272.1584436265024
100,649.4863779941583
101,1564.085293593746
102,2766.3832755056915
103,3697.731867150086
104,4551.623908304328
105,4687.594362338307
106,4745.931080364822
107,4783.495046280956
108,4774.6979317916785
109,4328.509826043957
110,3657.4096262380713
111,2957.8024936528286
112,1961.8247615303658
113,995.13293077702
114,504.9340830222538
115,182.34995309597565
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,49.99052499340989
123,224.75611125642473
124,717.3675339858382
125,1634.8310600357415
126,2776.4183401207706
127,3918.081232359162
128,4218.87788914169
129,4072.0573654702043
130,3756.270307103538
131,3506.4427808495784
132,3284.8217284486373
133,3395.5329001962004
134,3475.452772546916
135,2737.042544225086
136,1689.1095408764825
137,922.967448358803
138,520.9371456860536
139,183.79859726749515
140,17.489569381812217
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,84.33668664986966
147,267.19038651628546
148,779.4516351066575
149,1711.4455104665153
150,2903.276235169218
151,3904.6358703481433
152,4515.626816145219
153,4879.762617193815
154,4691.6741464557535
155,4617.55312847299
156,4321.4162469509765
157,3802.2681866224966
158,3476.856682316503
159,2537.2164364024943
160,1591.2167880847328
161,909.3783407449625
162,472.40368578922846
163,156.04540255324252
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,62.60021172317289
172,132.87671925542503
173,216.5482631562349
174,328.23101473365966
175,425.1820170539422
176,541.9045223679002
177,665.8654789204036
178,777.3349911639899
179,1191.2426424272417
180,1696.401765113796
181,2120.3301876482965
182,1773.5513503739853
183,1721.639383546517
184,1248.5439097807057
185,690.2585807880278
186,331.48621038605154
187,177.84190111256666
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,57.54020631305882
195,201.69137665884426
196,394.7058774029385
197,653.1334000588861
198,1223.3396180281948
199,2225.1797060907766
200,1994.339493395403
201,2062.3838270999513
202,2858.6557549184463
203,2217.323551413364
204,2439.2008003469514
205,2865.0456810643313
206,2482.716590503934
207,1361.3656233151335
208,718.5609771082584
209,368.4365331557233
210,202.90801439434725
211,49.98074548437314
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,12.168045105755542
219,94.28633615276601
220,159.80441952524356
221,265.24546763291653
222,580.8498548011084
223,975.4784001784194
224,1813.8048309008543
225,1731.3533388545316
226,1496.3741931988293
227,1520.404795123417
228,1098.4013439534924
229,877.5401879437817
230,725.4062754431296
231,633.5769875301584
232,418.29755576458894
233,252.97756759242165
234,181.74666164586682
235,56.00621080656382
236,18.891245441820633
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,17.910001683165433
243,104.99602638993915
244,229.7076124908625
245,692.2105939173512
246,1222.5599112358334
247,2268.3078824142854
248,2423.0695334880547
249,1213.0173221575078
250,1148.6599575754815
251,1463.434876929217
252,1552.0369377097813
253,1642.045116902599
254,1412.042338175784
255,1619.501258142324
256,1429.5404428046643
257,884.9188965366532
258,515.2972674943242
259,258.9506781005114
260,79.66496048240614
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,81.17812929059424
267,143.64142850861435
268,409.01433499743104
269,748.9960613757446
270,1173.0853017278287
271,1553.8547205857474
272,1833.9930869763357
273,1955.298698814991
274,1744.601914431562
275,1741.4244102060122
276,1817.4458692143787
277,1463.2916219269216
278,1344.267963696809
279,1221.4868703379773
280,739.8973255474269
281,384.2652292702988
282,152.11129889793438
283,32.27796189293123
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,89.95500004629207
291,191.81373298686768
292,438.7555294317658
293,743.5142305354486
294,1374.870360356787
295,1661.5236905245577
296,1581.6982860511844
297,2119.90277791851
298,2483.526257408689
299,2181.578994712551
300,1812.0721466981547
301,1634.1930577721432
302,1429.7427629533051
303,1208.5722390606843
304,860.0110924228726
305,611.2519875594573
306,396.7179995479821
307,200.469177692574
308,47.064127866297056
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,51.5275449733423
315,226.77519506736093
316,509.45561762213464
317,944.9931198389634
318,1450.7684835083182
319,1777.6914360808428
320,2407.8392278092074
321,2776.059503711987
322,2744.313814240497
323,2529.180030405959
324,1987.6539762965385
325,1480.2803633631452
326,1074.2746799195745
327,691.2774876623852
328,521.5266312286676
329,292.32124981633945
330,143.44099445214718
331,63.41300373660302
332,10.044670508343673
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,15.143585024208642
339,69.77359536632108
340,193.29230962243605
341,468.1277897977907
342,717.1155550736897
343,837.5994988400416
344,940.9631557043607
345,1275.3651079923811
346,1380.34736016626
347,1482.5444674061605
348,1390.028952641271
349,1327.48151413312
350,1161.4487235796296
351,1023.1736688013364
352,701.3615450690725
353,436.04773957156897
354,219.62862859645352
355,80.1846561218787
356,14.980184966623119
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,40.015641901384086
363,151.46548594523549
364,289.97452410756694
365,526.7468629348651
366,693.4993076643619
367,1058.1582557369252
368,1513.1042378024326
